id,data,descricao,aprovacao,ultimaApresentacaoProposicao_idProposicao
2382257-49,2024-02-21,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei Complementar nº 175, de 2023, adotada pelo relator da Comissão de Saúde. Sim: 426; não: 4; total: 430.",1.0,2418434
2382257-52,2024-02-21,"Aprovada a Redação Final assinada pelo relator, Dep. Leo Prates (PDT-BA).",1.0,2418434
2411815-7,2024-02-21,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 413; não: 13; abstenção: 1; total: 427.,1.0,0
2305135-78,2024-02-22,"Aprovado o Projeto de Decreto Legislativo nº 927, de 2021.",1.0,0
2305135-80,2024-02-22,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ).",1.0,0
2326744-50,2024-02-22,"Aprovado o Projeto de Decreto Legislativo nº 215, de 2022.",1.0,0
2326744-52,2024-02-22,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ).",1.0,0
2339666-51,2024-02-22,"Aprovado o Projeto de Decreto Legislativo nº 385, de 2022.",1.0,0
2339666-53,2024-02-22,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ).",1.0,0
2353465-36,2024-02-22,"Aprovado o Projeto de Decreto Legislativo nº 84, de 2023.",1.0,0
2353465-38,2024-02-22,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD/RJ).",1.0,0
2351506-66,2024-02-27,"Aprovado o Parecer do Relator, Dep. Dr. Fernando Máximo.",1.0,2418665
2403068-11,2024-02-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 285; não: 103; abstenção: 1; total: 389.,1.0,0
2395230-20,2024-02-27,"Realizar o encaminhamento do PL-4932/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2395230-21,2024-02-27,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 3912/2023.,1.0,0
2418419-8,2024-02-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD).,1.0,0
2401227-17,2024-02-27,"Realizar o encaminhamento do PL-5350/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2401227-18,2024-02-27,"Realizar o encaminhamento do PL-5350/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2418098-8,2024-02-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
474199-113,2024-02-27,"Realizar o encaminhamento do PL-7172/2010 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
474199-114,2024-02-27,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 81/2024, por ter sido aprovado o REQ 291/2024 que está apensado ao primeiro.",1.0,2191267
2418650-8,2024-02-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2380679-22,2024-02-27,"Realizar o encaminhamento do PL-3987/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2380679-23,2024-02-27,"Realizar o encaminhamento do PL-3987/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2380679-24,2024-02-27,"Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 234/2024, por ter sido aprovado o REQ 435/2024 que está apensado ao primeiro.",1.0,0
2384242-8,2024-02-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2310232-40,2024-02-27,"Realizar o encaminhamento do PL-4272/2021 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2379378-9,2024-02-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 258; não: 164; abstenção: 3; total: 425.,1.0,0
2361410-21,2024-02-27,"Realizar o encaminhamento do PL-2459/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2361410-22,2024-02-27,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2542/2023.,1.0,0
2415411-9,2024-02-27,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; não: 82; abstenção: 1; total: 422.,1.0,0
2393677-22,2024-02-27,"Realizar o encaminhamento do PL-4831/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2393677-23,2024-02-27,"Realizar o encaminhamento do PL-4831/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2393677-24,2024-02-27,"Realizar o encaminhamento do PL-4831/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2393677-25,2024-02-27,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4403/2023.,1.0,0
2418084-8,2024-02-27,Rejeitado o Requerimento. Sim: 237; não: 171; abstenção: 3; total: 411.,0.0,0
2398668-7,2024-02-27,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2372861-22,2024-02-27,"Realizar o encaminhamento do PRC-92/2023 à MESA (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2372861-23,2024-02-27,"Realizar o encaminhamento do PRC-92/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2403023-8,2024-02-28,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2408109-8,2024-02-28,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2406248-15,2024-02-28,"Aprovado requerimento n. 4136/2023 da Sra. Luisa Canziani que requer urgência na apreciação do Projeto de Lei nº 5671/2023,  que “Institui diretrizes de implementação de equipamentos e de medidas de segurança voltadas à prevenção e ao combate à violência em âmbito escolar”.",1.0,2418900
2406248-16,2024-02-28,"Realizar o encaminhamento do PL-5671/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406248-17,2024-02-28,"Realizar o encaminhamento do PL-5671/2023 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406248-18,2024-02-28,"Realizar o encaminhamento do PL-5671/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406248-19,2024-02-28,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4136/2023.,1.0,2418900
2323391-73,2024-02-28,"Aprovado o Substitutivo do Senado Federal ao Projeto de Lei nº 1.269, de 2022. Sim: 343; não: 11; abstenção: 1; total: 355.",1.0,2405720
2323391-75,2024-02-28,"Aprovada a Redação Final assinada pelo Relator, Lafayette de Andrada (Republicanos-MG).",1.0,2405720
2167882-83,2024-02-28,"Aprovada a Subemenda Substitutiva Global ao Projeto de Lei nº 9.543, de 2018, adotada pelo relator da Comissão de Minas e Energia. Sim: 325; não: 97; abstenção: 1; total: 423.",1.0,2418971
2167882-86,2024-02-28,"Aprovada a Redação Final assinada pelo Relator, Dep. Pedro Campos (PSB-PE).",1.0,2418971
2408107-9,2024-02-28,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 395; não: 8; abstenção: 2; total: 405.,1.0,0
2406231-21,2024-02-28,"Aprovado requerimento n. 4135/2023 da Sra. Luisa Canziani que requer urgência na apreciação do Projeto de Lei nº 5669/2023,  que “Institui Política de Prevenção e Combate à Violência em  mbito Escolar (Prever)”.",1.0,2418900
2406231-22,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-23,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-24,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-25,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CSAUDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-26,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CSPCCO (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-27,2024-02-28,"Realizar o encaminhamento do PL-5669/2023 à CPASF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406231-28,2024-02-28,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4135/2023.,1.0,2418900
2408105-8,2024-02-28,Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 322; não: 105; abstenção: 1; total:428.,1.0,0
2406899-16,2024-02-28,"Realizar o encaminhamento do PL-5727/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406899-17,2024-02-28,"Realizar o encaminhamento do PL-5727/2023 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2406899-18,2024-02-28,"Realizar o encaminhamento do PL-5727/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2301683-77,2024-02-28,"Rejeitada a Emenda do Senado Federal ao Projeto de Lei nº 3.453, de 2021.",0.0,2418981
493361-58,2024-02-29,"Realizar o encaminhamento do PL-2253/2022 (Nº Anterior: PL 583/2011) à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
493361-59,2024-02-29,"Realizar o encaminhamento do PL-2253/2022 (Nº Anterior: PL 583/2011) à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2211028-45,2024-02-29,"Aprovado o Projeto de Decreto Legislativo nº 466, de 2019.",1.0,0
2211028-47,2024-02-29,Aprovada a Redação Final assinada pelo Dep. Rui Falcão (PT-SP).,1.0,0
2311727-62,2024-02-29,"Aprovado o Projeto de Decreto Legislativo nº 1.117, de 2021.",1.0,0
2311727-64,2024-02-29,"Aprovada a Redação Final, assinada pelo Relator, Dep. Marcos Tavares (PDT-RJ).",1.0,0
2343483-57,2024-02-29,"Aprovado o Projeto de Decreto Legislativo nº 464, de 2022.",1.0,0
2343483-59,2024-02-29,"Aprovada a Redação Final, assinada pela Relatora, Dep. Laura Carneiro (PSD-RJ).",1.0,0
2380679-26,2024-03-05,"Realizar o encaminhamento do PL-3987/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2380679-27,2024-03-05,"Realizar o encaminhamento do PL-3987/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2415600-2,2024-03-05,Aprovado.,1.0,0
2418459-3,2024-03-05,Aprovado.,1.0,0
2390234-8,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2407542-8,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2358793-31,2024-03-05,"Realizar o encaminhamento do PL-2221/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2358793-32,2024-03-05,Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 4115/2023.,1.0,0
2418930-7,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2405120-21,2024-03-05,"Realizar o encaminhamento do PL-5608/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2405120-22,2024-03-05,"Realizar o encaminhamento do PL-5608/2023 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2405120-23,2024-03-05,"Realizar o encaminhamento do PL-5608/2023 à CTRAB (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2419093-8,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2417234-19,2024-03-05,"Realizar o encaminhamento do PL-147/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2417234-20,2024-03-05,"Realizar o encaminhamento do PL-147/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2419100-7,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2332970-24,2024-03-05,"Aprovado requerimento n. 560/2024 da Sra. Geovania de Sá que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1640/2022.",1.0,0
2336519-20,2024-03-05,"Aprovado requerimento n. 560/2024 da Sra. Geovania de Sá que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1640/2022.",1.0,0
2352554-21,2024-03-05,"Aprovado requerimento n. 560/2024 da Sra. Geovania de Sá que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1640/2022.",1.0,0
2355872-20,2024-03-05,"Aprovado requerimento n. 560/2024 da Sra. Geovania de Sá que com base no art. 155 do Regimento Interno, requeremos regime de urgência para a apreciação do PL 1640/2022.",1.0,0
2419103-8,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2418789-20,2024-03-05,"Realizar o encaminhamento do PL-475/2024 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2418789-21,2024-03-05,"Realizar o encaminhamento do PL-475/2024 à CE (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2418789-22,2024-03-05,"Realizar o encaminhamento do PL-475/2024 à CMULHER (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2418789-23,2024-03-05,"Realizar o encaminhamento do PL-475/2024 à CPASF (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2419104-7,2024-03-05,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",1.0,0
2349657-21,2024-03-05,"Realizar o encaminhamento do PL-754/2023 à CCJC (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
2349657-22,2024-03-05,"Realizar o encaminhamento do PL-754/2023 à CCOM (tramitação simultânea), em razão da aprovação de requerimento de urgência.",1.0,0
